Datetime,Month,Average Fish Weight (g),Survival Rate (%),Disease Occurrence (Cases),Temperature (°C),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Month_Num,month_x,Oxygenation Interventions,Corrective Interventions,Average Temperature (°C),High Temperature (°C),Low Temperature (°C),Precipitation (inches),month_y,day,hour,oxigeno_scaled,ph,turbidez,Oxygenation Automatic,Corrective Measures,Thermal Risk Index,Low Oxygen Alert,Health Status
2024-01-01 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1,0,8.355272597,0.387898417,0.020505017,Yes,No,Normal,Safe,Stable
2024-01-01 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1,1,8.256396757,0.34394964,0.108560711,No,No,Normal,Safe,Stable
2024-01-01 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1,2,8.511549168,0.365284668,0.410456723,Yes,No,Normal,Safe,Stable
2024-01-01 03:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1,3,8.362300878,0.189601289,0.891216899,No,No,Normal,Safe,Stable
2024-01-01 04:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1,4,8.003349944,0.318774976,0.936614169,Yes,No,Normal,Safe,Stable
2024-01-01 05:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1,5,8.1188623,0.408680822,0.016865362,No,No,Normal,Safe,Stable
2024-01-01 06:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.052631579,4.736842105,8.1268231,0.408053455,0.016039885,Yes,No,Normal,Safe,Stable
2024-01-01 07:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.105263158,4.473684211,8.134783899,0.407426087,0.015214408,No,No,Normal,Safe,Stable
2024-01-01 08:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.157894737,4.210526316,8.142744698,0.406798719,0.014388931,Yes,No,Normal,Safe,Stable
2024-01-01 09:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1.210526316,3.947368421,8.150705498,0.406171351,0.013563454,No,No,Normal,Safe,Stable
2024-01-01 10:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1.263157895,3.684210526,8.158666297,0.405543983,0.012737976,Yes,No,Normal,Safe,Stable
2024-01-01 11:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.315789474,3.421052632,8.166627096,0.404916615,0.011912499,No,No,Normal,Safe,Stable
2024-01-01 12:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1.368421053,3.157894737,8.174587896,0.404289247,0.011087022,Yes,No,Normal,Safe,Stable
2024-01-01 13:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.421052632,2.894736842,8.182548695,0.403661879,0.010261545,No,No,Normal,Safe,Stable
2024-01-01 14:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.473684211,2.631578947,8.190509494,0.403034511,0.009436068,Yes,No,Normal,Safe,Stable
2024-01-01 15:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,1.526315789,2.368421053,8.198470294,0.402407143,0.00861059,No,No,Normal,Safe,Stable
2024-01-01 16:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.578947368,2.105263158,8.206431093,0.401779775,0.007785113,Yes,No,Normal,Safe,Stable
2024-01-01 17:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.631578947,1.842105263,8.214391892,0.401152407,0.006959636,No,No,Normal,Safe,Stable
2024-01-01 18:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,1,29.1,33.9,24.1,0.51,1,1.684210526,1.578947368,8.222352692,0.400525039,0.006134159,Yes,No,Normal,Safe,Stable
2024-01-01 19:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.736842105,1.315789474,8.230313491,0.399897672,0.005308682,No,No,Normal,Safe,Stable
2024-01-01 20:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.789473684,1.052631579,8.23827429,0.399270304,0.004483205,Yes,No,Normal,Safe,Stable
2024-01-01 21:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.842105263,0.789473684,8.24623509,0.398642936,0.003657727,No,No,Normal,Safe,Stable
2024-01-01 22:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.894736842,0.526315789,8.254195889,0.398015568,0.00283225,Yes,No,Normal,Safe,Stable
2024-01-01 23:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,1.947368421,0.263157895,8.262156688,0.3973882,0.002006773,No,No,Normal,Safe,Stable
2024-01-02 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2,0,8.270117488,0.396760832,0.001181296,Yes,No,Normal,Safe,Stable
2024-01-02 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,1,29.1,33.9,24.1,0.51,1,2,1,8.303002618,0.34164158,0.109710851,No,No,Normal,Safe,Stable
2024-01-02 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2,2,8.114214626,0.982294439,0.046264659,Yes,No,Normal,Safe,Stable
2024-01-02 03:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2,3,8.187491775,0.169800613,0.863705582,No,No,Normal,Safe,Stable
2024-01-02 04:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2,4,8.213356912,0.32733838,0.889714227,Yes,No,Normal,Safe,Stable
2024-01-02 05:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2,5,8.059883108,0.990161275,0.005871158,No,No,Normal,Safe,Stable
2024-01-02 06:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.052631579,4.736842105,8.04986271,0.958665398,0.006436929,Yes,No,Normal,Safe,Stable
2024-01-02 07:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,1,29.1,33.9,24.1,0.51,1,2.105263158,4.473684211,8.039842313,0.927169522,0.007002699,No,No,Normal,Safe,Stable
2024-01-02 08:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2.157894737,4.210526316,8.029821915,0.895673645,0.00756847,Yes,No,Normal,Safe,Stable
2024-01-02 09:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.210526316,3.947368421,8.019801518,0.864177768,0.008134241,No,No,Normal,Safe,Stable
2024-01-02 10:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.263157895,3.684210526,8.00978112,0.832681892,0.008700011,Yes,No,Normal,Safe,Stable
2024-01-02 11:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,2.315789474,3.421052632,7.999760723,0.801186015,0.009265782,No,No,Normal,Safe,Stable
2024-01-02 12:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.368421053,3.157894737,7.989740325,0.769690139,0.009831552,Yes,No,Normal,Safe,Stable
2024-01-02 13:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.421052632,2.894736842,7.979719928,0.738194262,0.010397323,No,No,Normal,Safe,Stable
2024-01-02 14:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2.473684211,2.631578947,7.96969953,0.706698385,0.010963093,Yes,No,Normal,Safe,Stable
2024-01-02 15:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,2.526315789,2.368421053,7.959679133,0.675202509,0.011528864,No,No,Normal,Safe,Stable
2024-01-02 16:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.578947368,2.105263158,7.949658735,0.643706632,0.012094635,Yes,No,Normal,Safe,Stable
2024-01-02 17:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.631578947,1.842105263,7.939638338,0.612210756,0.012660405,No,No,Normal,Safe,Stable
2024-01-02 18:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.684210526,1.578947368,7.92961794,0.580714879,0.013226176,Yes,No,Normal,Safe,Stable
2024-01-02 19:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,2.736842105,1.315789474,7.919597543,0.549219002,0.013791946,No,No,Normal,Safe,Stable
2024-01-02 20:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2.789473684,1.052631579,7.909577145,0.517723126,0.014357717,Yes,No,Normal,Safe,Stable
2024-01-02 21:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,2.842105263,0.789473684,7.899556748,0.486227249,0.014923487,No,No,Normal,Safe,Stable
2024-01-02 22:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2.894736842,0.526315789,7.88953635,0.454731372,0.015489258,Yes,No,Normal,Safe,Stable
2024-01-02 23:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,2.947368421,0.263157895,7.879515953,0.423235496,0.016055028,No,No,Normal,Safe,Stable
2024-01-03 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,3,0,7.869495556,0.391739619,0.016620799,Yes,No,Normal,Safe,Stable
2024-01-03 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3,1,8.193421109,0.324528609,0.120289051,No,No,Normal,Safe,Stable
2024-01-03 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3,2,8.054784318,0.332447286,0.430583415,Yes,No,Normal,Safe,Stable
2024-01-03 03:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3,3,8.373725178,0.262630453,1.012809636,No,No,Normal,Safe,Stable
2024-01-03 04:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3,4,7.972557869,0.327818302,0.979968694,Yes,No,Normal,Safe,Stable
2024-01-03 05:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3,5,7.96921326,0.400385426,-0.029226773,No,No,Normal,Safe,Stable
2024-01-03 06:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.052631579,4.736842105,7.969569362,0.400270142,-0.024845782,Yes,No,Normal,Safe,Stable
2024-01-03 07:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,3.105263158,4.473684211,7.969925464,0.400154858,-0.02046479,No,No,Normal,Safe,Stable
2024-01-03 08:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.157894737,4.210526316,7.970281565,0.400039573,-0.016083799,Yes,No,Normal,Safe,Stable
2024-01-03 09:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,3.210526316,3.947368421,7.970637667,0.399924289,-0.011702808,No,No,Normal,Safe,Stable
2024-01-03 10:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.263157895,3.684210526,7.970993769,0.399809005,-0.007321817,Yes,No,Normal,Safe,Stable
2024-01-03 11:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.315789474,3.421052632,7.971349871,0.39969372,-0.002940826,No,No,Normal,Safe,Stable
2024-01-03 12:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.368421053,3.157894737,7.971705972,0.399578436,0.001440165,Yes,No,Normal,Safe,Stable
2024-01-03 13:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.421052632,2.894736842,7.972062074,0.399463152,0.005821156,No,No,Normal,Safe,Stable
2024-01-03 14:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.473684211,2.631578947,7.972418176,0.399347867,0.010202148,Yes,No,Normal,Safe,Stable
2024-01-03 15:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.526315789,2.368421053,7.972774278,0.399232583,0.014583139,No,No,Normal,Safe,Stable
2024-01-03 16:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.578947368,2.105263158,7.973130379,0.399117299,0.01896413,Yes,No,Normal,Safe,Stable
2024-01-03 17:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.631578947,1.842105263,7.973486481,0.399002015,0.023345121,No,No,Normal,Safe,Stable
2024-01-03 18:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.684210526,1.578947368,7.973842583,0.39888673,0.027726112,Yes,No,Normal,Safe,Stable
2024-01-03 19:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.736842105,1.315789474,7.974198685,0.398771446,0.032107103,No,No,Normal,Safe,Stable
2024-01-03 20:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.789473684,1.052631579,7.974554786,0.398656162,0.036488094,Yes,No,Normal,Safe,Stable
2024-01-03 21:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.842105263,0.789473684,7.974910888,0.398540877,0.040869085,No,No,Normal,Safe,Stable
2024-01-03 22:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.894736842,0.526315789,7.97526699,0.398425593,0.045250077,Yes,No,Normal,Safe,Stable
2024-01-03 23:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,3.947368421,0.263157895,7.975623092,0.398310309,0.049631068,No,No,Normal,Safe,Stable
2024-01-04 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,4,0,7.975979193,0.398195024,0.054012059,Yes,No,Normal,Safe,Stable
2024-01-04 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4,1,8.496571055,0.315553125,0.143702443,No,No,Normal,Safe,Stable
2024-01-04 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4,2,7.921412339,0.971201947,-0.015462411,Yes,No,Normal,Safe,Stable
2024-01-04 03:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,4,3,7.895169844,0.243183342,0.895975195,No,No,Normal,Safe,Stable
2024-01-04 04:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4,4,7.86994796,0.950436547,-0.023495256,Yes,No,Normal,Safe,Stable
2024-01-04 05:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,4,5,8.267003439,0.372562032,0.026035664,No,No,Normal,Safe,Stable
2024-01-04 06:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.052631579,4.736842105,8.280366233,0.372959864,0.0268824,Yes,No,Normal,Safe,Stable
2024-01-04 07:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.105263158,4.473684211,8.293729027,0.373357696,0.027729136,No,No,Normal,Safe,Stable
2024-01-04 08:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.157894737,4.210526316,8.307091822,0.373755528,0.028575872,Yes,No,Normal,Safe,Stable
2024-01-04 09:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.210526316,3.947368421,8.320454616,0.37415336,0.029422608,No,No,Normal,Safe,Stable
2024-01-04 10:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.263157895,3.684210526,8.33381741,0.374551193,0.030269344,Yes,No,Normal,Safe,Stable
2024-01-04 11:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.315789474,3.421052632,8.347180204,0.374949025,0.03111608,No,No,Normal,Safe,Stable
2024-01-04 12:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.368421053,3.157894737,8.360542999,0.375346857,0.031962816,Yes,No,Normal,Safe,Stable
2024-01-04 13:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.421052632,2.894736842,8.373905793,0.375744689,0.032809552,No,No,Normal,Safe,Stable
2024-01-04 14:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.473684211,2.631578947,8.387268587,0.376142521,0.033656288,Yes,No,Normal,Safe,Stable
2024-01-04 15:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.526315789,2.368421053,8.400631381,0.376540353,0.034503024,No,No,Normal,Safe,Stable
2024-01-04 16:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.578947368,2.105263158,8.413994176,0.376938186,0.03534976,Yes,No,Normal,Safe,Stable
2024-01-04 17:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,4.631578947,1.842105263,8.42735697,0.377336018,0.036196495,No,No,Normal,Safe,Stable
2024-01-04 18:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.684210526,1.578947368,8.440719764,0.37773385,0.037043231,Yes,No,Normal,Safe,Stable
2024-01-04 19:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.736842105,1.315789474,8.454082558,0.378131682,0.037889967,No,No,Normal,Safe,Stable
2024-01-04 20:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,1,29.1,33.9,24.1,0.51,1,4.789473684,1.052631579,8.467445352,0.378529514,0.038736703,Yes,No,Normal,Safe,Stable
2024-01-04 21:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,4.842105263,0.789473684,8.480808147,0.378927347,0.039583439,No,No,Normal,Safe,Stable
2024-01-04 22:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.894736842,0.526315789,8.494170941,0.379325179,0.040430175,Yes,No,Normal,Safe,Stable
2024-01-04 23:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,4.947368421,0.263157895,8.507533735,0.379723011,0.041276911,No,No,Normal,Safe,Stable
2024-01-05 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5,0,8.520896529,0.380120843,0.042123647,Yes,No,Normal,Safe,Stable
2024-01-05 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5,1,8.053973886,0.299032066,0.115467219,No,No,Normal,Safe,Stable
2024-01-05 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5,2,7.676124332,0.906770107,0.006865466,Yes,No,Normal,Safe,Stable
2024-01-05 03:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,5,3,8.11733496,0.263340837,0.810861939,No,No,Normal,Safe,Stable
2024-01-05 04:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,5,4,8.063669555,0.230370143,0.981703658,Yes,No,Normal,Safe,Stable
2024-01-05 05:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,5,5,8.395035225,0.410172331,0.044825756,No,No,Normal,Safe,Stable
2024-01-05 06:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.052631579,4.736842105,8.38039387,0.409046215,0.043848121,Yes,No,Normal,Safe,Stable
2024-01-05 07:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.105263158,4.473684211,8.365752514,0.4079201,0.042870486,No,No,Normal,Safe,Stable
2024-01-05 08:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.157894737,4.210526316,8.351111159,0.406793984,0.04189285,Yes,No,Normal,Safe,Stable
2024-01-05 09:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.210526316,3.947368421,8.336469804,0.405667868,0.040915215,No,No,Normal,Safe,Stable
2024-01-05 10:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.263157895,3.684210526,8.321828448,0.404541752,0.03993758,Yes,No,Normal,Safe,Stable
2024-01-05 11:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,5.315789474,3.421052632,8.307187093,0.403415637,0.038959945,No,No,Normal,Safe,Stable
2024-01-05 12:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.368421053,3.157894737,8.292545738,0.402289521,0.03798231,Yes,No,Normal,Safe,Stable
2024-01-05 13:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,5.421052632,2.894736842,8.277904382,0.401163405,0.037004675,No,No,Normal,Safe,Stable
2024-01-05 14:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,5.473684211,2.631578947,8.263263027,0.400037289,0.036027039,Yes,No,Normal,Safe,Stable
2024-01-05 15:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.526315789,2.368421053,8.248621672,0.398911174,0.035049404,No,No,Normal,Safe,Stable
2024-01-05 16:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,1,29.1,33.9,24.1,0.51,1,5.578947368,2.105263158,8.233980317,0.397785058,0.034071769,Yes,No,Normal,Safe,Stable
2024-01-05 17:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.631578947,1.842105263,8.219338961,0.396658942,0.033094134,No,No,Normal,Safe,Stable
2024-01-05 18:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.684210526,1.578947368,8.204697606,0.395532826,0.032116499,Yes,No,Normal,Safe,Stable
2024-01-05 19:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.736842105,1.315789474,8.190056251,0.394406711,0.031138864,No,No,Normal,Safe,Stable
2024-01-05 20:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,5.789473684,1.052631579,8.175414895,0.393280595,0.030161228,Yes,No,Normal,Safe,Stable
2024-01-05 21:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.842105263,0.789473684,8.16077354,0.392154479,0.029183593,No,No,Normal,Safe,Stable
2024-01-05 22:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.894736842,0.526315789,8.146132185,0.391028363,0.028205958,Yes,No,Normal,Safe,Stable
2024-01-05 23:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,5.947368421,0.263157895,8.13149083,0.389902248,0.027228323,No,No,Normal,Safe,Stable
2024-01-06 00:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,1,0,29.1,33.9,24.1,0.51,1,6,0,8.116849474,0.388776132,0.026250688,Yes,No,Normal,Safe,Stable
2024-01-06 01:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,6,1,8.341965477,0.369340997,0.108491323,No,No,Normal,Safe,Stable
2024-01-06 02:00:00,January,275.82,95.27,2,27.47,6.34,7.98,3.3,1,1,0,0,29.1,33.9,24.1,0.51,1,6,2,7.899817711,0.97491887,-0.011640237,Yes,No,Normal,Safe,Stable
